#IDA	IDB	WI2004	WI2007	BPMAPS
F45C12.11	K05G3.3		core	
F45C12.11	Y54E10A.2		core	
F45C12.7	ZK20.3			core
F45D11.16	ZK1098.4		core	
F45D11.16	ZK418.4			core
F45D3.2	F46G11.3		core	
F45D3.2	M03F4.7		core	
F45D3.2	R07B7.8		core	
F45D3.2	W10C8.2		core	
F45E6.2	T04H1.2	core		
F45E6.4	R11F4.2		core	
F45F2.11	ZC302.1			core
F45F2.9	F45F2.9		core	
F45G2.10	Y18D10A.9		core	core
F45G2.4	Y71F9AL.17	core		
F46A8.10	T22H2.5			core
F46A9.4	F54D5.9		core	core
F46A9.4	T05H4.2		core	
F46A9.4	T10E9.1		core	
F46A9.4	Y113G7B.5		core	
F46A9.5	F46F11.6		core	
F46A9.5	F54D5.9		core	
F46A9.5	F55B12.3	core	core	core
F46A9.5	K04A8.6		core	
F46A9.5	T05H4.2		core	
F46A9.5	T10E9.1		core	
F46A9.5	Y113G7B.1		core	
F46A9.5	Y113G7B.5		core	
F46A9.5	Y37H2C.3		core	
F46A9.6	F46A9.6		core	
F46A9.6	T21G5.5		core	
F46A9.6	T22B2.4	core		
F46C5.9	W02G9.2	core		
F46C5.9	Y48G10A.2	core		
F46E10.9	T03G11.6	core		
F46E10.9	ZC455.3	core		
F46F11.4	F52E1.7		core	
F46F11.4	F59A2.1		core	
F46F2.2	F46F2.2			core
F46F2.2	T04A11.6			core
F46F2.2	T06E4.3			core
F46F2.2	W03D2.4			core
F46F3.1	ZK121.2		core	
F46F3.4	F56C9.1			core
F46F5.6	R05F9.10		core	
F46G10.1	T04H1.2	core	core	
F46G10.1	W05H7.4		core	
F46G10.1	Y18D10A.8	core		
F46G10.1	Y54H5A.3		core	
F46G11.1	H06I04.1	core		
F46G11.1	K09B11.9	core		
F46G11.1	Y119C1A.1	core		
F46G11.1	ZK1055.7	core		
F46G11.1	ZK1098.10	core		
F46H5.5	M04G12.1		core	
F46H5.6	K09B11.9		core	
F46H5.6	Y65B4BR.4		core	
F46H5.6	ZK1053.5		core	
F47B10.8	R05F9.10		core	
F47B8.11	T11B7.1		core	
F47B8.3	M03B6.1		core	
F47B8.3	Y69H2.6		core	
F47B8.3	Y71G10AL.1		core	
F47B8.6	Y43C5A.6		core	
F47D12.3	F47D12.3		core	
F47D12.4	F52B10.1			core
F47D12.4	M151.7			core
F47D12.4	T03G11.1			core
F47D12.4	T19B10.7			core
F47D12.4	Y66D12A.5			core
F47F6.1	Y63D3A.4	core		
F47F6.4	Y54E2A.3		core	
F47G4.4	T01G9.5	core	core	
F47G4.4	W10C6.1	core		
F47G4.4	Y75B8A.1	core		
F47G4.5	T01G9.5		core	
F47G4.7	Y56A3A.13		core	
F47G6.1	T04H1.2	core		
F48A11.5	R02F2.5		core	
F48D6.2	F58E10.5		core	
F48F7.1	T06A10.3			core
F48F7.7	K02B7.2	core		
F48F7.7	K04G2.10	core		
F48F7.7	T21B6.3	core		
F48F7.7	Y113G7B.23	core		
F48F7.7	Y53F4B.11	core	core	
F48F7.7	Y55F3C.6		core	
F48G7.10	Y69H2.3		core	
F48G7.10	ZK1053.5		core	
F49A5.5	F54E7.7	core		
F49B2.5	ZC239.15		core	
F49C12.9	T05H10.5		core	
F49E10.3	R05F9.10		core	
F49E10.3	ZK637.5		core	
F49E2.2	R07B1.4	core		
F49E2.2	R09B5.5	core		
F49E2.2	T11B7.4	core		
F49E8.4	Y76A2B.5	core		
F49E8.4	ZK1307.9		core	
F49E8.5	W09C2.1		core	
F49E8.6	Y65B4BR.4		core	
F49E8.7	T01C8.1	core		
F49E8.7	Y65B4BR.5	core	core	
F49F1.9	R05F9.10		core	
F49H12.3	R01H10.6		core	
F49H12.3	R07G3.7		core	
F52B10.1	T17H7.4	core		
F52B11.2	Y40B10A.2		core	
F52C6.2	K09B11.9	core		
F52C6.2	R09B5.5	core		
F52C6.2	T04H1.2	core		
F52C6.2	T11B7.4	core		
F52C6.2	Y40B1B.6	core		
F52C6.2	ZK632.12	core		
F52C6.2	ZK849.2	core		
F52C6.3	F52C6.3		core	core
F52C6.3	H04J21.3	core		
F52C6.3	T05H4.14			core
F52C6.3	T07G12.11			core
F52C6.3	T28A11.11	core		
F52C9.7	T11B7.1		core	
F52D10.3	F53C11.5		core	
F52D10.3	K09B11.9	core		
F52D10.3	R05F9.1		core	
F52D10.3	W03G9.2		core	
F52D2.4	K09B11.9		core	
F52D2.4	Y57A10B.6		core	
F52D2.4	ZK1248.11		core	
F52E1.7	F52E1.7	core		
F52E1.7	F54D5.9		core	
F52E1.7	H36L18.2		core	
F52E1.7	K02B2.5		core	
F52E1.7	R05D3.6		core	
F52E1.7	T02H6.11		core	
F52E1.7	T05H4.12		core	
F52E1.7	W02G9.2	core		
F52E1.7	W07B3.2		core	
F52E1.7	Y23H5A.5		core	
F52E1.7	Y37D8A.11		core	
F52E1.7	Y47G6A.25		core	
F52E1.7	Y51A2D.9		core	
F52E1.7	Y53G8AR.9		core	
F52E1.7	Y71H2B.6		core	
F52E1.7	ZC395.7		core	
F52E1.7	ZC97.1	core		
F52E4.1	K08F11.3	core		
F52E4.1	M18.5	core		
F52E4.1	Y76A2B.5	core		
F52E4.7	F57B10.4	core		
F52E4.7	Y37A1B.1	core	core	
F52H2.5	F54G8.4		core	
F52H2.5	F58E6.3		core	
F52H2.5	K01D12.13		core	
F52H3.4	T04H1.2	core		
F53A2.3	K12C11.2		core	
F53A2.6	Y18D10A.8	core		
F53A2.6	ZK381.4	core		
F53A9.6	K08E7.5		core	
F53A9.6	W03G1.6		core	
F53A9.6	Y39E4B.2		core	
F53A9.6	Y47D3B.9		core	
F53A9.6	Y69H2.3		core	
F53A9.6	ZK1053.5		core	
F53A9.6	ZK1225.6		core	
F53B1.3	T17H7.4	core		
F53B3.1	T04H1.2	core	core	
F53B3.1	T26E3.3	core		
F53B3.1	W06F12.1	core		
F53B3.3	T11B7.4	core	core	
F53B3.3	T12F5.5		core	
F53B3.6	T11B7.4	core		
F53C11.5	M117.2		core	
F53C11.5	R02F2.5		core	
F53C11.5	T11B7.1		core	
F53C11.5	T17H7.4	core		
F53E10.6	K09H9.6		core	
F53F10.2	K07C11.1		core	
F53F10.5	W06D4.6	core		
F53F10.5	W07B8.5	core		
F53F4.13	ZK637.5		core	
F53G12.4	T04H1.2	core	core	
F53G2.6	K01G5.4			core
F54A3.5	Y40B10A.2		core	
F54A5.3	K08A8.1	core		
F54B11.3	T11B7.4	core		
F54B11.3	W09H1.6	core		
F54B11.6	Y53F4B.33	core		
F54B11.7	R09B5.5	core		
F54B11.7	T04H1.6	core		
F54B11.7	Y69H2.3		core	
F54B11.7	ZK849.2	core		
F54C1.7	K01A6.4		core	
F54C9.11	M01F1.8		core	
F54C9.11	T04H1.2	core		
F54C9.11	T05H4.14		core	
F54C9.3	ZK849.2		core	
F54D10.3	K12B6.8		core	
F54D10.3	M04B2.1		core	
F54D10.3	T26E3.2		core	
F54D10.7	F54D10.7		core	core
F54D10.7	F59C12.3		core	
F54D10.7	K10C3.6	core		
F54D10.7	R09B3.3		core	
F54D10.7	T01B7.5			core
F54D10.7	T04H1.2	core		
F54D10.7	T05H4.14			core
F54D10.7	T11B7.1		core	
F54D10.7	Y47G6A.14		core	
F54D11.2	ZK863.6		core	
F54D11.3	Y40B10A.2		core	
F54D11.4	Y37D8A.9			core
F54D5.15	T11B7.1		core	
F54D5.15	T17H7.4	core		
F54D5.15	W04D2.1	core		
F54D5.5	T17H7.4	core		
F54E12.2	T01G9.4			core
F54E12.3	Y40B10A.2		core	
F54E7.3	T11B7.4	core		
F54E7.8	Y106G6H.15	core		
F54F2.5	M18.5	core		
F54F2.5	T11B7.4	core		
F54F2.5	Y76A2B.5	core		
F54F2.8	Y39E4B.12	core		
F54G8.4	K09B11.9	bad_status	core	
F54G8.4	R01E6.5		core	
F54G8.4	T11B7.1		core	
F54G8.4	Y105E8B.1		core	
F54G8.4	Y54E10A.5		core	
F54G8.4	Y54E2A.3		core	
F55A11.3	K07D4.3			core
F55A11.3	K08D10.7	core		
F55A11.3	T19C3.8		core	
F55A11.3	T27F2.3	core		
F55A11.3	Y119C1B.8	core		
F55A12.5	K09H11.1		core	
F55B11.1	Y47G6A.8			core
F55B12.3	K06A1.4	core		core
F55B12.3	R04B5.4	core		
F55B12.3	R107.8			core
F55B12.3	R10D12.14			core
F55C10.4	W09C2.1		core	
F55C12.1	F56B3.10	core		
F55C5.1	ZK945.6		core	
F55C9.10	R166.1		core	
F55F3.1	T01C8.1			core
F55F8.4	W08E12.3		core	
F55G1.8	W09H1.6	core		
F55G1.9	K08F4.9		core	
F55G11.2	R05F9.10		core	
F55H12.6	R01H10.6		core	
F55H12.6	Y15E3A.1	core		
F55H12.6	Y18D10A.5	core	core	
F55H2.7	H06I04.1		core	
F55H2.7	K09B11.9		core	
F55H2.7	T11B7.1		core	
F56A11.5	K09B11.9	core		
F56A12.1	W03D8.8	core		
F56A6.4	K12C11.2		core	
F56A8.6	W05H7.4	core	core	
F56B6.4	Y46G5A.31		core	
F56C9.1	H18N23.2		core	
F56C9.1	R05F9.1		core	
F56C9.1	Y32H12A.4	core		
F56C9.10	T01G9.2	core		
F56D12.5	H26D21.1			core
F56D12.6	F56D12.6		core	
F56D2.2	R01H2.6		core	
F56E3.3	T11B7.1		core	
F56F11.2	Y40B10A.2		core	
F56G4.5	ZK1053.3		core	
F56H11.1	ZK418.4			core
F56H11.1	ZK849.2	core		
F56H6.5	F56H6.5		core	
F57A10.4	T23F11.4		core	
F57B10.11	Y43F8B.2	core	core	
F57B10.11	Y94H6A.9	core		
F57B10.12	R02F2.5	core		
F57B10.12	T01G9.5	core		
F57B10.12	W10C6.1	core		
F57B10.12	ZC328.4	core		
F57B9.1	Y113G7B.23			core
F57B9.7	T17H7.4	core		
F57C12.2	Y71H2B.6	core		
F57C2.6	T26A5.9	core	core	
F57C9.4	F57C9.4		core	
F57C9.4	K12C11.2		core	
F57C9.4	M04G12.1		core	
F57C9.4	T04H1.2	core		
F57F5.1	R09B3.1			core
F57F5.1	T04H1.2	core		
F57F5.4	K12C11.2		core	
F57G12.2	R09B5.5	core		
F57G12.2	T11B7.4	core		
F57G12.2	VW02B12L.3	core		
F57G12.2	ZK849.2	core		
F58A3.1	Y65B4BR.4		core	
F58A4.4	Y106G6H.2			core
F58B4.5	T05D4.1		core	
F58E10.5	K08B5.2		core	
F58E10.5	K08F8.4		core	
F58E10.5	T21H8.5		core	
F58E10.5	T27A8.2		core	
F58E10.5	Y69H2.3		core	
F58E10.5	ZK849.2		core	
F58E6.10	T01C8.1	core		
F58G1.1	T03F6.1		core	
F58G1.3	R12B2.1	core		
F58G11.3	W09C2.1		core	
F58H1.7	R05F9.10		core	
F59A2.1	F59A2.1		core	
F59A2.1	K01G5.4	core	core	
F59A2.1	W03D8.8	core		
F59A2.1	Y53C10A.2		core	
F59A2.3	T22H2.5	core		core
F59A2.3	Y48G1C.1	core		
F59A2.3	ZK418.4			core
F59A2.4	R07E5.1		core	
F59A2.5	R07E5.8			core
F59A3.3	T11B7.4	core		
F59A3.3	ZK899.5	core		
F59A6.2	T24H7.4		core	
F59A6.2	W01G7.3		core	
F59B1.2	F59E12.10	core		
F59B2.3	T03F6.3	core		
F59B2.9	Y57G11C.22		core	
F59B8.1	T04H1.2		core	
F59C12.2	Y48E1B.10		core	
F59C12.3	T17H7.4	core		
F59C12.3	Y54E10BR.2		core	
F59C12.3	ZK669.5		core	
F59C6.5	T04H1.2	core		
F59C6.5	W09H1.6	core		
F59C6.5	ZK849.2	core		
F59D12.2	Y37H9A.3		core	
F59E12.10	K08E7.2	core	core	
F59E12.10	R06C1.3	core	core	
F59E12.10	Y48E1B.1	core	core	
F59E12.10	Y54E2A.3	core	core	
F59E12.9	K09B11.9	core	AACT	
F59E12.9	R02F2.5		core	
F59E12.9	T11B7.4	core		
F59E12.9	T21G5.5		core	
F59E12.9	W05H7.4		core	
F59E12.9	Y49E10.14		core	
F59E12.9	Y53H1A.1		core	
F59E12.9	Y65B4BR.4		core	
F59E12.9	ZK121.2		core	
F59F4.2	R02F2.5	core		
F59F5.6	T17H7.4	core		
H02I12.5	T05H4.14			core
H02I12.5	Y41C4A.14	core		
H02I12.5	Y75B8A.17		core	
H02I12.5	ZK131.11	core		
H04J21.3	R06F6.12	core		
H05C05.2	ZK546.11	core		
H06I04.1	K11D2.3		core	noncore
H06I04.1	R11E3.6		core	
H06I04.1	T04F8.6		core	
H06I04.1	T17H7.4	core		
H06I04.1	T26E3.3	core		
H06I04.1	Y38H6C.14	core		
H06I04.1	Y39B6A.11		core	
H06I04.1	Y45F10D.9		core	
H06I04.1	Y79H2A.11	core		
H06I04.1	ZK849.2	core		
H06I04.4	Y105E8A.11	core		
H08M01.1	R02F2.5		core	
H09G03.2	ZK792.6			core
H10D18.4	R05F9.10		core	
H12C20.2	T28A8.7	core		core
H12D21.3	R05F9.10		core	
H20J04.5	R151.9	core		
H20J04.5	Y53F4B.22	core		
H24G06.1	W04D2.1	core		
H26D21.1	K12H4.1			core
H26D21.1	R06C1.1			core
H26D21.1	Y41C4A.14	core	core	core
H26D21.2	Y47G6A.11			core
H28G03.2	K09B11.9	core		
H28G03.2	Y63D3A.4	core		
H34I24.2	R05F9.10		core	
K01A2.10	T04H1.2	core		
K01A2.10	T11B7.4	core		
K01A2.10	Y62F5A.1		core	
K01A2.10	ZK20.5			core
K01A6.2	T11B7.4	core		
K01A6.2	Y38F2AL.2	core		
K01A6.4	R05F9.10		core	
K01A6.4	R144.9		core	
K01A6.4	Y53H1A.1		core	
K01A6.4	ZK637.5		core	
K01C8.1	K01C8.1		core	
K01C8.10	Y39A1A.3		core	
K01C8.5	T04H1.2	core		
K01D12.4	T21B6.3	core		
K01G5.1	T08E11.4	core		
K01G5.4	T24F1.2	core		
K01G5.4	W02G9.2	bad_status		core
K01G5.4	Y38A10A.5	core		
K01G5.4	Y71F9AL.13	bad_status		core
K01G5.5	ZK1053.5		core	
K01G5.7	W06F12.1	core		
K02B12.4	T07D4.2	core		
K02B12.4	Y18D10A.5		core	
K02B12.4	ZK849.2		core	
K02B7.2	T04H1.2	core		
K02B7.3	W06A7.3		core	
K02B7.3	Y38C1AA.7		core	
K02B9.2	T12F5.5		core	
K02B9.2	T17H7.4	core		
K02B9.2	W03D8.8	core		
K02B9.2	Y56A3A.1		core	
K02E10.2	Y55F3C.6		core	
K02E10.2	Y65B4BR.4		core	
K02E2.7	K12B6.4		core	
K02E2.7	R01H2.1		core	
K03A11.2	T11B7.1		core	
K03B4.7	R05F9.10		core	
K03D10.3	ZK899.6		core	
K03E6.4	Y38F2AL.2	core	core	
K03H1.1	K04H4.5		core	
K03H1.10	W03D2.4			core
K04C2.4	K12C11.2			core
K04C2.4	Y54E2A.3			core
K04D7.1	W02D3.8			core
K04D7.5	ZK973.9		core	
K04F10.2	Y51H4A.3		core	
K04F10.4	Y39E4A.2	core		
K04G2.10	R08D7.3	core		
K04G2.10	Y38H6C.14	core		
K04G2.10	ZK418.4			core
K04G7.1	T24C4.7		core	
K04G7.10	ZK675.2			core
K04H4.1	T11B7.4	core		
K04H4.2	R05F9.10		core	
K04H4.2	T02E1.3		core	
K04H4.2	Y17G7B.14	core		
K04H4.2	Y79H2A.11	core		
K05C4.1	W04D2.1			core
K05G3.3	R07E5.8			core
K06A1.4	K10C3.6	core		
K06A1.4	PAR2.1	core		
K06A4.5	Y41C4A.14			core
K06A5.2	T09B4.2		core	
K07A1.1	T05G5.10	noncore		core
K07A1.12	M03C11.4			core
K07A1.12	T27C4.4			core
K07A1.12	ZK418.4			core
K07A3.1	K07A3.1		core	
K07A3.1	ZK909.4	core		
K07C11.1	K09B11.9		core	
K07C11.2	R05F9.1	core		
K07C11.2	W02G9.2	core		
K07C11.2	Y39G10AR.12	core		
K07C11.9	R02D3.2		core	
K07C11.9	T24H7.4		core	
K07D4.3	R12E2.3			core
K07D4.7	T11B7.4		core	
K07D4.7	Y59A8B.7		core	
K07D8.1	Y39E4A.2	core		
K07E3.3	Y41C4A.14		core	
K07F5.13	Y37D8A.9			core
K08A8.1	W02G9.2	core		
K08B4.6	R05F9.10		core	
K08D10.7	R02F2.5	core	core	
K08D10.7	Y79H2A.1	core		
K08D10.7	ZK1055.7	core		
K08D10.8	R02F2.5	core	core	
K08E3.5	K08E3.5	core		
K08E3.6	Y37D8A.9			core
K08E3.6	Y39A1A.23			core
K08E3.7	Y39B6A.1	core		
K08E3.8	T18H9.6		core	
K08E7.2	T09A5.2	core		
K08E7.5	T04H1.6	core		
K08E7.5	Y39E4A.2	core		
K08E7.5	Y69H2.3		core	
K08E7.5	ZK1053.5		core	
K08F11.3	W07B8.5	core		
K08F11.3	Y40B10A.2		core	
K08F11.3	Y54E5A.4	core		
K08F11.3	Y55F3AM.15	core	core	
K08F11.3	Y59A8A.3	core		
K08F8.2	M04G12.1	core	core	
K08F8.2	T01G9.6	core		
K08F8.2	T04H1.2	core		
K08F8.2	T11B7.1		core	
K08F8.2	Y49A3A.3	core		
K08F8.2	ZK909.4	core		
K08F8.4	T11B7.2		core	
K08F8.4	T26C11.5		core	
K08F8.4	Y38H6C.14	core		
K08F8.4	Y53H1A.1		core	
K08F8.4	ZC196.6		core	
K08F8.4	ZK682.7		core	
K08H10.9	ZK1098.5		core	
K08H2.1	Y41C4A.12		core	
K08H2.8	Y40B10A.2		core	
K08H2.8	Y77E11A.2	core		
K09B11.1	Y75B8A.1	core		
K09B11.9	K09B11.9	core		
K09B11.9	K12F2.2		core	
K09B11.9	R08D7.3	core		
K09B11.9	T01B6.1	core		
K09B11.9	T09A5.12	core		
K09B11.9	T17H7.4	core		
K09B11.9	T22A3.3	core		
K09B11.9	T23G7.1	core		
K09B11.9	W05H7.4		core	
K09B11.9	Y106G6D.7		core	
K09B11.9	Y37A1B.1		core	
K09B11.9	Y37D8A.21		core	
K09B11.9	Y38H6C.14	core	core	
K09B11.9	Y39A1A.15	core	core	
K09B11.9	Y43F8C.6	core		
K09B11.9	Y53H1A.1	core	core	
K09B11.9	Y54H5A.3		core	
K09B11.9	Y56A3A.4		core	
K09B11.9	Y57A10A.18	core		
K09B11.9	Y63D3A.5	core		
K09B11.9	Y71G12B.9	core		
K09B11.9	ZK1073.2	core		
K09B11.9	ZK512.5	core		
K09E4.1	Y75B12B.5		core	
K09E4.1	ZK520.5		core	
K10B3.7	K10B3.8		core	
K10C3.5	T11B7.1		core	
K10C3.6	K11E4.5	core		
K10C3.6	T09A12.4	core		
K10C3.6	T26H2.9	core		
K10C3.6	Y38E10A.18	core	core	
K10C3.6	Y5H2B.2	core	core	
K10C3.6	ZK1037.5	core		
K10C3.6	ZK697.2	core		
K10D3.2	Y59A8B.7		core	
K10D3.2	Y60A3A.1		core	
K10G6.1	Y82E9BR.13			core
K10H10.2	T05G5.10			core
K11D12.9	M03D4.1	core		
K11D2.2	T08G5.5	core		
K11D2.3	R03C1.1			core
K11D2.3	T05C12.6			core
K11D2.3	Y71H2B.10			core
K11D9.1	M04G12.1	core		
K11D9.1	T01G1.1	core		
K11D9.1	T11B7.4	core		
K11D9.1	W10D9.4	core		
K11D9.1	Y37E11AR.2	core		
K11D9.2	R03A10.1		core	
K11E8.1	K11E8.1		core	
K11E8.1	T01B11.3	core	core	
K11E8.1	T15B12.1		core	
K11E8.1	Y23H5A.5		core	
K12C11.2	K12C11.2		core	core
K12C11.2	T26A5.9	core		
K12C11.2	W04D2.1	core	core	
K12C11.2	W10D5.3		core	
K12C11.2	Y105C5A.1		core	
K12C11.2	Y113G7B.23		core	
K12C11.2	Y55F3C.6		core	
K12C11.2	Y57A10A.8		core	
K12C11.2	ZK858.4	core	core	
K12D12.1	T04A11.6			core
K12F2.1	T17H7.4	core		
K12F2.2	Y54E2A.3		core	
K12F2.2	Y59A8B.7		core	
K12G11.3	K12G11.3		core	
K12G11.3	R07E4.6	core		
K12H4.4	Y40B10A.2		core	
K12H6.7	Y37E3.11	core		
M01B2.2	T11B7.1		core	
M01E11.6	Y59A8B.7	core		
M01E11.7	R09B5.5	core		
M01E11.7	T11B7.4	core		
M01E11.7	T17H7.4	core		
M01E11.7	W04D2.1	core		
M01E5.2	R06F6.12	core		
M01E5.4	R07H5.1		core	
M01F1.4	Y23H5A.4	core		
M01F1.8	Y69H2.3		core	
M01H9.2	R05F9.10		core	
M02A10.1	ZK849.2		core	
M02A10.3	Y105E8B.5	core		noncore
M02A10.3	Y45F10D.13	core		core
M02A10.3	Y65B4BR.4		core	
M02D8.1	T28A11.11	core		
M02D8.4	Y49F6C.3	core		
M02F4.3	W08G11.3		core	
M02G9.1	R09B5.5	core		
M02G9.1	T01D1.6	core		
M02G9.1	T23F1.6			core
M03E7.1	ZK945.6		core	
M03F4.7	R05F9.10		core	
M04B2.3	T07G12.6			core
M04B2.3	Y105E8A.17		core	
M04B2.3	Y39B6A.11		core	
M04B2.3	Y54E2A.3		core	
M04D8.7	Y40B10A.2		core	
M04F3.1	T20G5.1	core		
M04F3.1	Y62E10A.8	core	core	
M04G12.1	M04G12.1		core	
M04G12.1	T01G6.10		core	
M04G12.1	T01G9.6		core	
M04G12.1	T04H1.2	core		
M04G12.1	T21B10.2			core
M04G12.1	T22B7.1		core	
M04G12.1	T23H4.2	core	core	
M04G12.1	W08E3.2		core	
M04G12.1	Y15E3A.1	core	core	
M04G12.1	Y37H2A.1		core	
M04G12.1	Y69A2AR.2	core		
M04G12.1	Y71F9B.4		core	
M04G12.1	ZK849.2	core	core	
M05D6.2	Y13C8A.1		core	
M110.5	ZK1248.3		core	
M117.2	T12B5.6	core		
M117.2	W03G9.2		core	
M142.6	T21G5.5		core	
M153.1	M153.1			core
M163.1	ZK678.5		core	
M176.2	Y48E1B.10		core	
M18.5	R11D1.1	core		
M7.5	T24D1.3			core
M7.5	Y55F3AM.4		core	
PAR2.1	T28C6.7	core		
PAR2.1	W08G11.3	core		
R01E6.5	W05H7.4		core	
R01E6.5	Y61A9LA.3		core	
R01H10.5	Y39B6A.40		core	
R01H10.5	ZK673.7	core		
R01H2.4	Y40B10A.2		core	
R01H2.6	Y65B4BR.4		core	
R01H2.6	Y73F8A.34		core	
R02D3.5	Y48E1B.3		core	
R02D5.1	R02F2.5		core	
R02D5.1	T21G5.5		core	
R02D5.1	W06F12.1	core	core	
R02F11.1	R05F9.10	core		
R02F11.1	W03F8.1	core		
R02F11.1	Y39B6A.1	core		
R02F11.1	ZK721.2	core		
R02F2.5	R10E12.1		core	
R02F2.5	R74.5		core	
R02F2.5	T05G5.2		core	
R02F2.5	T11A5.6		core	
R02F2.5	T14G12.4	core		
R02F2.5	T22B2.4	core		
R02F2.5	T23G4.1		core	
R02F2.5	T26A8.4		core	
R02F2.5	W01A11.4		core	
R02F2.5	W10C8.2		core	
R02F2.5	W10D5.3		core	
R02F2.5	Y105C5B.14		core	
R02F2.5	Y18D10A.8	core		
R02F2.5	Y24D9B.1		core	
R02F2.5	Y50E8A.9	core		
R02F2.5	Y63D3A.4	core		
R02F2.5	Y80D3A.3		core	
R02F2.5	ZC317.7		core	
R02F2.5	ZK1067.6		core	
R02F2.5	ZK121.2		core	
R02F2.5	ZK666.2		core	
R02F2.5	ZK858.4	core	core	
R02F2.5	ZK863.7		core	
R02F2.5	ZK973.9		core	
R02F2.6	T11B7.1		core	
R03C1.3	Y40B10A.2		core	
R03D7.1	Y76A2B.5	core		
R03E1.2	Y39H10A.7			core
R03G5.1	W03F9.1			core
R03G5.2	T23H2.2	core		
R03G5.2	ZK1098.4	core		
R04A9.2	ZK112.2		core	
R04A9.4	Y18D10A.8	core	core	
R04B3.2	T11B7.1		core	
R04B5.5	R04B5.5			core
R04B5.5	R04B5.6		core	
R05A10.2	R05F9.10		core	
R05D3.4	Y37D8A.9			core
R05D3.8	Y40B10A.2		core	
R05D8.7	R05D8.7		core	
R05D8.8	R05D8.8		core	
R05F9.1	R05F9.1		core	
R05F9.1	R13F6.9	core		
R05F9.1	T05H4.14		core	
R05F9.1	W05H7.4		core	
R05F9.1	ZC455.1		core	
R05F9.1	ZK418.4			core
R05F9.1	ZK849.2		core	
R05F9.10	R05F9.10		core	
R05F9.10	R06C7.4		core	
R05F9.10	R06F6.11		core	
R05F9.10	R09B5.5	core	core	
R05F9.10	R11G11.6		core	
R05F9.10	R11G11.7	core	core	
R05F9.10	R13A1.5		core	
R05F9.10	T01D1.6		core	
R05F9.10	T03D8.3		core	
R05F9.10	T03F7.5		core	
R05F9.10	T05E11.3	core		
R05F9.10	T05E11.8		core	
R05F9.10	T20D4.5		core	
R05F9.10	T23F1.6	core	core	core
R05F9.10	T23G4.5		core	
R05F9.10	T26E3.1		core	
R05F9.10	W03C9.1		core	
R05F9.10	W08E12.3		core	
R05F9.10	W08E12.4		core	
R05F9.10	W09G12.6		core	
R05F9.10	Y113G7A.14		core	
R05F9.10	Y22F5A.5		core	
R05F9.10	Y37D8A.19		core	
R05F9.10	Y38F1A.2		core	
R05F9.10	Y38H6C.8	core	core	
R05F9.10	Y39B6A.20		core	
R05F9.10	Y39E4B.12	core		
R05F9.10	Y43F8A.2		core	
R05F9.10	Y47D3B.2		core	
R05F9.10	Y47D7A.12		core	
R05F9.10	Y52B11A.8		core	
R05F9.10	Y56A3A.21	core	core	
R05F9.10	Y62E10A.13		core	
R05F9.10	Y62H9A.6		core	
R05F9.10	Y65B4BR.4		core	
R05F9.10	Y68A4A.10		core	
R05F9.10	Y80D3A.10		core	
R05F9.10	ZK1058.4	core	core	
R05F9.10	ZK1320.10		core	
R05F9.10	ZK488.10		core	
R05F9.10	ZK970.7		core	
R05H5.3	Y11D7A.12	core		
R06A4.4	T28C12.4	core		
R06A4.4	W02D3.11		core	
R06B10.4	T08G5.5	core		
R06B10.4	T20G5.1	core		
R06B10.4	Y59A8B.22	core		
R06B9.1	T04C10.2	core		
R06C1.3	T24H7.4		core	
R06C1.3	VF39H2L.1		core	
R06C1.3	Y37D8A.1		core	
R06C1.3	Y40B1B.6	core		
R06C7.5	R06C7.5		core	
R06C7.8	Y54G9A.6	core		
R06F6.12	T28A11.11	core		
R06F6.12	Y71G12B.27	core		
R06F6.12	Y79H2A.11	core		
R06F6.4	ZK673.3		core	
R06F6.8	ZK678.1			core
R07B1.4	Y42H9AR.1	core		
R07B7.15	Y69H2.3		core	
R07B7.2	T26A5.9	core		
R07B7.3	T20G5.11			core
R07E4.6	Y102A11A.2	core		
R07E4.6	Y102A11A.3	core		
R07E4.6	Y69H2.7	core		
R07E4.6	ZK662.3	core		
R07E5.14	R09B3.5	core		
R07E5.3	Y113G7B.23			core
R07E5.7	T01H3.1		core	
R07E5.8	Y47D3A.4			core
R07H5.1	W04E12.2		core	
R07H5.1	Y62H9A.5		core	
R07H5.1	ZK1010.1	core		
R08D7.3	T11B7.4	core		
R08D7.3	Y82E9BR.13	core		
R08D7.3	ZK930.3	core		
R08E3.4	ZK370.2	core		
R08E3.4	ZK858.4	core		
R09B3.3	Y40B10A.2		core	
R09B5.5	R09B5.5	core		
R09B5.5	R09F10.2	core		
R09B5.5	T05E11.1	core		
R09B5.5	T07E3.5	core		
R09B5.5	T11B7.1	core		
R09B5.5	W02G9.2	core		
R09B5.5	W09H1.6	core		
R09B5.5	Y22F5A.4	core		
R09B5.5	Y39B6A.1	core		
R09B5.5	Y41C4A.14	core		
R09B5.5	Y43F8C.14	core		
R09B5.5	Y53C12B.3	core		
R09B5.5	ZK512.5	core		
R09B5.5	ZK637.5	core		
R09B5.5	ZK792.4	core		
R09B5.6	W02G9.2	core		
R09B5.6	ZK1307.8	core		
R09H10.3	R09H10.3	core		
R09H10.3	T11B7.1		core	
R09H10.3	Y57G11C.24		core	
R102.5	ZK1098.5	core		
